codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
50258;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;04/11/2013;16:25:00;0
50324;ACIDENTE;LAVRAS;MG;BRASIL;;04/11/2013;13:30:00;0
50349;ACIDENTE;TAPURAH;MT;BRASIL;;04/11/2013;21:39:00;0
50259;INCIDENTE;FERNANDO DE NORONHA;PE;BRASIL;SBFN;06/11/2013;18:42:00;0
50331;ACIDENTE;SAPEZAL;MT;BRASIL;;06/11/2013;10:40:00;1
50542;INCIDENTE;POÇOS DE CALDAS;MG;BRASIL;;06/11/2013;08:30:00;0
50543;INCIDENTE;SALVADOR;BA;BRASIL;;06/11/2013;12:37:00;0
50260;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;07/11/2013;13:30:00;0
50131;ACIDENTE;URUGUAIANA;RS;BRASIL;;08/11/2013;21:10:00;0
50271;INCIDENTE;ITAJUBÁ;MG;BRASIL;;08/11/2013;20:15:00;0
50332;ACIDENTE;CIANORTE;PR;BRASIL;SSCT;08/11/2013;18:00:00;0
50132;ACIDENTE;PARATY;RJ;BRASIL;;10/11/2013;17:00:00;0
50511;INCIDENTE GRAVE;ALMEIRIM;PA;BRASIL;;10/11/2013;12:30:00;1
50333;ACIDENTE;JARINU;SP;BRASIL;;11/11/2013;12:10:00;1
50273;INCIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;13/11/2013;14:00:00;0
50325;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;14/11/2013;23:54:00;0
50334;ACIDENTE;GUARAMIRIM;SC;BRASIL;;14/11/2013;19:00:00;0
50372;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;14/11/2013;21:19:00;0
50544;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;14/11/2013;17:46:00;0
50275;INCIDENTE;RIBAS DO RIO PARDO;MS;BRASIL;SDHP;15/11/2013;16:40:00;0
50545;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;15/11/2013;18:51:00;0
50352;ACIDENTE;BOM DESPACHO;MG;BRASIL;;16/11/2013;21:30:00;0
50276;INCIDENTE;BIRITIBA-MIRIM;SP;BRASIL;;20/11/2013;15:30:00;0
50335;ACIDENTE;UBERABA;MG;BRASIL;SBUR;20/11/2013;21:15:00;0
50337;ACIDENTE;MANGARATIBA;RJ;BRASIL;;20/11/2013;11:30:00;2
50546;INCIDENTE;RECIFE;PE;BRASIL;SBRF;21/11/2013;14:25:00;0
50547;INCIDENTE;GOIÂNIA;GO;BRASIL;;21/11/2013;01:19:00;0
50549;INCIDENTE;VITÓRIA;ES;BRASIL;;22/11/2013;13:05:00;0
50551;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;22/11/2013;17:35:00;0
50552;INCIDENTE;LONDRINA;PR;BRASIL;;24/11/2013;19:30:00;0
50554;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;24/11/2013;11:06:00;0
50313;INCIDENTE GRAVE;CACOAL;RO;BRASIL;SSKW;25/11/2013;12:32:00;0
50373;INCIDENTE;NOVO PROGRESSO;PA;BRASIL;;27/11/2013;18:46:00;0
50556;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;28/11/2013;15:13:00;0
50339;ACIDENTE;MOGI MIRIM;SP;BRASIL;;29/11/2013;19:30:00;0
50374;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/12/2013;00:27:00;0
50375;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;02/12/2013;00:16:00;0
50557;INCIDENTE;MANAUS;AM;BRASIL;SBEG;02/12/2013;11:17:00;0
50558;INCIDENTE;RECIFE;PE;BRASIL;SBRF;02/12/2013;15:00:00;0
50559;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/12/2013;00:17:00;0
50341;ACIDENTE;PALMEIRA DAS MISSÕES;RS;BRASIL;SSPL;03/12/2013;17:30:00;0
50513;INCIDENTE GRAVE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;03/12/2013;14:10:00;0
50560;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;03/12/2013;12:20:00;0
50838;ACIDENTE;MIRACATU;SP;BRASIL;;03/12/2013;13:15:00;0
50342;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;SJNP;04/12/2013;14:30:00;4
50343;ACIDENTE;SOROCABA;SP;BRASIL;SBMT;05/12/2013;11:20:00;1
50561;INCIDENTE;SÃO PAULO;SP;BRASIL;;05/12/2013;20:00:00;0
50562;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;05/12/2013;00:15:00;0
50399;INCIDENTE;MANAUS;AM;BRASIL;SBEG;06/12/2013;21:52:00;0
50515;INCIDENTE GRAVE;BARRA DO GARÇAS;MT;BRASIL;SBBW;06/12/2013;20:48:00;0
50563;INCIDENTE;GOIÂNIA;GO;BRASIL;;06/12/2013;13:20:00;0
50344;ACIDENTE;SANTA CRUZ DO RIO PARDO;SP;BRASIL;;07/12/2013;10:00:00;1
50353;ACIDENTE;ATIBAIA;SP;BRASIL;SDVH;07/12/2013;20:30:00;0
50564;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;07/12/2013;07:00:00;0
50531;INCIDENTE;GURUPI;TO;BRASIL;;08/12/2013;20:00:00;0
50239;ACIDENTE;JUÍNA;MT;BRASIL;SWJN;10/12/2013;13:12:00;0
50346;ACIDENTE;BRASÍLIA;DF;BRASIL;SIQE;10/12/2013;12:05:00;0
50354;ACIDENTE;ITAPEVA;SP;BRASIL;SDYW;10/12/2013;20:00:00;0
50376;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;10/12/2013;11:05:00;0
50377;INCIDENTE;ALTAMIRA;PA;BRASIL;SBHT;10/12/2013;21:40:00;0
50565;INCIDENTE;CAMPINAS;SP;BRASIL;;11/12/2013;01:30:00;0
50245;ACIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;;13/12/2013;12:00:00;0
50412;ACIDENTE;TERRA RICA;PR;BRASIL;;13/12/2013;03:00:00;0
50516;INCIDENTE GRAVE;UBERLÂNDIA;MG;BRASIL;SBUL;14/12/2013;22:49:00;0
50233;ACIDENTE;CASCAVEL;PR;BRASIL;SBCA;15/12/2013;14:25:00;0
50248;ACIDENTE;TUPI PAULISTA;SP;BRASIL;SDTI;15/12/2013;20:30:00;0
50238;ACIDENTE;TERESINA;PI;BRASIL;SBTE;16/12/2013;21:48:00;6
50378;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;16/12/2013;16:00:00;0
50379;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;16/12/2013;02:01:00;0
50431;INCIDENTE;MATRIZ DE CAMARAGIBE;AL;BRASIL;;16/12/2013;18:14:00;0
50453;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;;16/12/2013;19:42:00;0
50240;ACIDENTE;ITAQUI;RS;BRASIL;;18/12/2013;11:45:00;3
50246;ACIDENTE;TAPURAH;MT;BRASIL;;18/12/2013;12:40:00;2
50251;ACIDENTE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;SWLV;18/12/2013;09:55:00;0
50315;INCIDENTE GRAVE;PASSO FUNDO;RS;BRASIL;SBPF;18/12/2013;20:30:00;0
50319;INCIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;18/12/2013;20:14:00;0
50380;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;18/12/2013;17:14:00;0
50381;INCIDENTE;PRESIDENTE PRUDENTE;SP;BRASIL;SBDN;18/12/2013;11:40:00;0
50382;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;18/12/2013;01:45:00;0
50674;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;18/12/2013;21:35:00;0
50318;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBPR;19/12/2013;17:00:00;0
50371;INCIDENTE;ARACAJU;SE;BRASIL;;19/12/2013;19:00:00;0
50383;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;19/12/2013;18:50:00;0
50384;INCIDENTE;CAMPINAS;SP;BRASIL;;19/12/2013;19:30:00;0
50234;ACIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;20/12/2013;15:35:00;0
50654;INCIDENTE;PASSO FUNDO;RS;BRASIL;SBPF;21/12/2013;15:00:00;0
50388;INCIDENTE;SÃO BERNARDO DO CAMPO;SP;BRASIL;;22/12/2013;17:40:00;0
50389;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;23/12/2013;12:05:00;0
50252;ACIDENTE;ROSÁRIO DO SUL;RS;BRASIL;;26/12/2013;19:00:00;0
50390;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;26/12/2013;23:40:00;0
50434;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;27/12/2013;15:26:00;0
50433;INCIDENTE;BAIXO GUANDU;ES;BRASIL;SNBG;28/12/2013;12:45:00;0
50236;ACIDENTE;CANDEIAS DO JAMARI;RO;BRASIL;;29/12/2013;19:00:00;0
50435;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;29/12/2013;20:07:00;0
50672;INCIDENTE;PARANAGUÁ;PR;BRASIL;SSPG;29/12/2013;20:45:00;0
50673;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;29/12/2013;19:58:00;0
50347;ACIDENTE;CARAZINHO;RS;BRASIL;SSKZ;30/12/2013;11:35:00;0
50253;ACIDENTE;NOVA PONTE;MG;BRASIL;;31/12/2013;14:25:00;0
51087;INCIDENTE;MANAUS;AM;BRASIL;SWFN;02/01/2014;12:30:00;0
52944;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;02/01/2014;19:30:00;0
50771;ACIDENTE;UBERABA;MG;BRASIL;;03/01/2014;11:15:00;0
51091;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;03/01/2014;10:21:00;0
51092;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;03/01/2014;21:24:00;0
52934;ACIDENTE;LAGOA FORMOSA;MG;BRASIL;;03/01/2014;21:00:00;2
51093;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;04/01/2014;12:23:00;0
52936;ACIDENTE;SÃO JOSÉ DO XINGU;MT;BRASIL;;04/01/2014;17:35:00;0
52939;ACIDENTE;ITAQUI;RS;BRASIL;SSIQ;06/01/2014;20:00:00;0
52814;ACIDENTE;BOM JESUS;PI;BRASIL;SNGG;07/01/2014;11:45:00;1
52937;ACIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;;07/01/2014;20:59:00;0
51439;INCIDENTE GRAVE;SANTARÉM;PA;BRASIL;SBSN;08/01/2014;15:15:00;0
52938;ACIDENTE;LONDRINA;PR;BRASIL;SBLO;08/01/2014;19:48:00;0
51094;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;09/01/2014;08:22:00;0
51440;INCIDENTE GRAVE;RECIFE;PE;BRASIL;SBRF;09/01/2014;16:08:00;1
52935;ACIDENTE;SANTO ÂNGELO;RS;BRASIL;SBNM;09/01/2014;18:45:00;1
51095;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;10/01/2014;18:00:00;0
51096;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;10/01/2014;13:30:00;0
51097;INCIDENTE;PORTO ALEGRE;RS;BRASIL;;10/01/2014;03:00:00;0
51098;INCIDENTE;BRASÍLIA;DF;BRASIL;;11/01/2014;19:18:00;0
52940;ACIDENTE;QUARTO CENTENÁRIO;PR;BRASIL;;11/01/2014;10:40:00;0
50791;ACIDENTE;SANTA MARIA MADALENA;RJ;BRASIL;;12/01/2014;13:50:00;0
51099;INCIDENTE;CABEDELO;PB;BRASIL;SNJO;12/01/2014;18:30:00;0
52941;ACIDENTE;ITAITUBA;PA;BRASIL;SNXR;12/01/2014;20:30:00;0
51111;INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;13/01/2014;21:47:00;0
50984;ACIDENTE;QUERÊNCIA DO NORTE;PR;BRASIL;;14/01/2014;22:30:00;0
51072;INCIDENTE;CAPÃO DA CANOA;RS;BRASIL;SSKK;14/01/2014;14:15:00;0
51112;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;14/01/2014;18:59:00;0
51131;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;14/01/2014;17:48:00;0
51132;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;14/01/2014;10:00:00;0
51133;INCIDENTE;CAMPINAS;SP;BRASIL;;15/01/2014;20:28:00;0
51134;INCIDENTE;BELÉM;PA;BRASIL;SBBE;16/01/2014;18:15:00;0
51073;INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;17/01/2014;10:17:00;0
51135;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/01/2014;13:05:00;0
51137;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;17/01/2014;15:41:00;0
51139;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;18/01/2014;19:18:00;0
51140;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;18/01/2014;12:39:00;0
52942;ACIDENTE;MANAUS;AM;BRASIL;SWFN;18/01/2014;19:50:00;0
52943;INCIDENTE;GOIÂNIA;GO;BRASIL;SBNV;20/01/2014;11:45:00;0
50792;ACIDENTE;CAMPO GRANDE;MS;BRASIL;;21/01/2014;20:10:00;0
51141;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;21/01/2014;21:00:00;0
51418;INCIDENTE GRAVE;JOSÉ BONIFÁCIO;SP;BRASIL;;21/01/2014;14:30:00;0
51142;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;22/01/2014;22:10:00;0
51143;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;22/01/2014;21:55:00;0
51144;INCIDENTE;RECIFE;PE;BRASIL;SBRF;23/01/2014;09:50:00;0
51145;INCIDENTE;MUCURI;BA;BRASIL;SNMU;23/01/2014;17:15:00;0
51146;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;24/01/2014;21:35:00;0
51147;INCIDENTE;CAXIAS DO SUL;RS;BRASIL;SBCX;24/01/2014;19:30:00;0
51148;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;24/01/2014;11:00:00;0
51419;ACIDENTE;BOTUCATU;SP;BRASIL;;24/01/2014;15:15:00;0
51149;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;25/01/2014;01:10:00;0
51151;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;26/01/2014;19:40:00;0
51153;INCIDENTE;PIRACICABA;SP;BRASIL;SDPW;26/01/2014;14:04:00;0
50794;ACIDENTE;TURMALINA;MG;BRASIL;;27/01/2014;08:20:00;0
51154;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;27/01/2014;21:30:00;0
51768;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;27/01/2014;01:00:00;0
51155;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;28/01/2014;18:40:00;0
50797;ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;SSKS;29/01/2014;13:40:00;2
51015;INCIDENTE GRAVE;GUARUJÁ;SP;BRASIL;SBST;29/01/2014;17:00:00;1
51156;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;30/01/2014;12:39:00;0
51157;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;30/01/2014;10:10:00;0
51158;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;30/01/2014;19:50:00;0
51420;ACIDENTE;ITANHAÉM;SP;BRASIL;;30/01/2014;20:40:00;0
50799;ACIDENTE;UNAÍ;MG;BRASIL;SNUN;31/01/2014;10:30:00;0
51159;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;31/01/2014;20:37:00;0
51160;INCIDENTE;LONDRINA;PR;BRASIL;SSOK;31/01/2014;13:30:00;0
51161;INCIDENTE;FORTALEZA;CE;BRASIL;SNWC;31/01/2014;12:45:00;0
53150;ACIDENTE;MOGI MIRIM;SP;BRASIL;SDMJ;31/01/2014;21:00:00;0
50800;ACIDENTE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;;01/02/2014;12:20:00;4
50801;ACIDENTE;SOROCABA;SP;BRASIL;SDCO;01/02/2014;15:30:00;0
51074;INCIDENTE;COARI;AM;BRASIL;;01/02/2014;19:16:00;0
51421;INCIDENTE;ATIBAIA;SP;BRASIL;SDTB;01/02/2014;20:00:00;0
51162;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;02/02/2014;14:30:00;0
51163;INCIDENTE;SÃO JOÃO DO POLÊSINE;RS;BRASIL;;03/02/2014;22:25:00;0
51052;INCIDENTE GRAVE;BATATAIS;SP;BRASIL;SDBA;04/02/2014;20:20:00;0
51164;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;04/02/2014;11:30:00;0
50802;ACIDENTE;GARUVA;SC;BRASIL;;05/02/2014;10:00:00;1
51165;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;05/02/2014;13:00:00;0
51179;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;05/02/2014;16:57:00;0
51181;INCIDENTE;CURITIBA;PR;BRASIL;;05/02/2014;19:00:00;0
51053;INCIDENTE GRAVE;ALEGRETE;RS;BRASIL;;06/02/2014;13:00:00;0
51182;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;06/02/2014;18:24:00;0
50803;ACIDENTE;SILVÂNIA;GO;BRASIL;SWLV;07/02/2014;13:10:00;0
51075;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;07/02/2014;21:55:00;1
50804;ACIDENTE;PALMAS;TO;BRASIL;;09/02/2014;13:30:00;0
50805;ACIDENTE;REDENÇÃO;PA;BRASIL;;09/02/2014;12:12:00;0
51054;INCIDENTE GRAVE;MARINGÁ;PR;BRASIL;SBMG;09/02/2014;20:40:00;0
51076;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;09/02/2014;18:12:00;0
51077;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;09/02/2014;22:20:00;0
51185;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;;09/02/2014;00:20:00;0
51186;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;09/02/2014;17:40:00;0
51189;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;10/02/2014;02:56:00;0
51211;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;10/02/2014;21:44:00;0
51258;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;11/02/2014;19:10:00;0
50806;ACIDENTE;CHAPADÃO DO SUL;MS;BRASIL;;12/02/2014;09:12:00;0
51259;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;12/02/2014;14:25:00;0
51260;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;12/02/2014;14:10:00;0
51261;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;12/02/2014;12:52:00;0
51262;INCIDENTE;POÇOS DE CALDAS;MG;BRASIL;SBPC;12/02/2014;18:30:00;0
51263;INCIDENTE;MANAUS;AM;BRASIL;SBEG;12/02/2014;10:55:00;0
51055;INCIDENTE GRAVE;PARÁ DE MINAS;MG;BRASIL;;13/02/2014;10:30:00;0
51071;ACIDENTE;ARARAQUARA;SP;BRASIL;SBAQ;13/02/2014;17:45:00;0
51432;ACIDENTE;GUARIBA;SP;BRASIL;;13/02/2014;17:00:00;0
51264;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;14/02/2014;19:42:00;0
50807;ACIDENTE;TRINDADE;GO;BRASIL;;15/02/2014;11:30:00;0
50808;ACIDENTE;BRAGANÇA;PA;BRASIL;;15/02/2014;22:00:00;0
51019;INCIDENTE GRAVE;CABO FRIO;RJ;BRASIL;SBCB;16/02/2014;09:52:00;0
51265;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;17/02/2014;17:45:00;0
51266;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;17/02/2014;18:30:00;0
50809;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;18/02/2014;13:15:00;0
51267;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;18/02/2014;20:36:00;0
50810;ACIDENTE;UIRAMUTÃ;RR;BRASIL;SJLO;19/02/2014;17:35:00;0
50952;ACIDENTE;ARAGUAÍNA;TO;BRASIL;SWGN;19/02/2014;19:21:00;0
51012;ACIDENTE;ALTO PARAGUAI;MT;BRASIL;;19/02/2014;14:30:00;0
51268;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;19/02/2014;22:20:00;0
52876;ACIDENTE;RONDONÓPOLIS;MT;BRASIL;;19/02/2014;11:00:00;0
51017;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;20/02/2014;20:16:00;0
51269;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;20/02/2014;12:48:00;0
51016;INCIDENTE GRAVE;SOROCABA;SP;BRASIL;SDCO;21/02/2014;20:44:00;0
50991;ACIDENTE;COTRIGUAÇU;MT;BRASIL;;24/02/2014;09:00:00;0
50812;ACIDENTE;NOVA RAMADA;RS;BRASIL;;25/02/2014;20:12:00;0
50983;ACIDENTE;ARAGUAÍNA;TO;BRASIL;;26/02/2014;11:15:00;0
51433;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;26/02/2014;15:30:00;0
50975;ACIDENTE;URUÇUÍ;PI;BRASIL;;27/02/2014;20:30:00;0
51020;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBGL;28/02/2014;19:10:00;1
50976;ACIDENTE;ATIBAIA;SP;BRASIL;SDVH;02/03/2014;16:20:00;0
50977;ACIDENTE;CAROLINA;MA;BRASIL;;03/03/2014;11:26:00;0
51021;INCIDENTE GRAVE;SANTO ÂNGELO;RS;BRASIL;;03/03/2014;13:35:00;0
51434;ACIDENTE;JOÃO MONLEVADE;MG;BRASIL;;04/03/2014;19:30:00;0
50916;INCIDENTE GRAVE;RIO BRANCO;AC;BRASIL;;06/03/2014;13:00:00;1
51078;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;08/03/2014;09:20:00;0
50978;ACIDENTE;ARIPUANÃ;MT;BRASIL;;09/03/2014;13:40:00;0
51022;INCIDENTE GRAVE;MARÍLIA;SP;BRASIL;;09/03/2014;17:10:00;0
51285;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;;09/03/2014;14:21:00;0
51435;ACIDENTE;ITABAIANA;SE;BRASIL;;09/03/2014;19:45:00;0
51023;INCIDENTE GRAVE;CHAVES;PA;BRASIL;SNXW;10/03/2014;17:30:00;1
51302;INCIDENTE;SALVADOR;BA;BRASIL;;10/03/2014;22:13:00;0
50979;ACIDENTE;SANTA ROSA DO PURUS;AC;BRASIL;SSPQ;11/03/2014;20:00:00;0
50980;ACIDENTE;CONCEIÇÃO DO ARAGUAIA;PA;BRASIL;;11/03/2014;18:30:00;0
51304;INCIDENTE;UBATUBA;SP;BRASIL;;11/03/2014;18:50:00;0
51307;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;13/03/2014;21:57:00;0
50981;ACIDENTE;URUÇUÍ;PI;BRASIL;;14/03/2014;20:30:00;0
50753;ACIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;16/03/2014;16:30:00;0
51024;INCIDENTE GRAVE;VALENÇA;RJ;BRASIL;SNVB;16/03/2014;17:00:00;0
51025;INCIDENTE GRAVE;LONDRINA;PR;BRASIL;SBLO;17/03/2014;15:36:00;0
51026;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;17/03/2014;19:48:00;1
50972;ACIDENTE;JACAREACANGA;PA;BRASIL;;18/03/2014;15:50:00;1
51079;INCIDENTE;COARI;AM;BRASIL;;18/03/2014;18:45:00;0
51308;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;18/03/2014;11:10:00;0
51309;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;18/03/2014;12:35:00;0
51310;INCIDENTE;TEFÉ;AM;BRASIL;SBTF;20/03/2014;13:41:00;0
51314;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;21/03/2014;08:35:00;0
51315;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;21/03/2014;13:30:00;0
51080;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;22/03/2014;20:08:00;0
51317;INCIDENTE;BOTUCATU;SP;BRASIL;SDBK;22/03/2014;19:50:00;0
51455;INCIDENTE;BARRA DO PIRAÍ;RJ;BRASIL;;22/03/2014;12:00:00;0
50992;ACIDENTE;RIBEIRÃO PRETO;SP;BRASIL;;23/03/2014;13:55:00;0
50993;ACIDENTE;PASSO FUNDO;RS;BRASIL;;23/03/2014;17:50:00;0
51318;INCIDENTE;UBERABA;MG;BRASIL;SBUR;23/03/2014;15:49:00;0
50994;ACIDENTE;HUMBERTO DE CAMPOS;MA;BRASIL;;24/03/2014;13:30:00;2
51319;INCIDENTE;BELÉM;PA;BRASIL;SBBE;24/03/2014;18:30:00;0
51320;INCIDENTE;ANÁPOLIS;GO;BRASIL;;24/03/2014;18:45:00;0
51081;INCIDENTE;MACAÉ;RJ;BRASIL;;25/03/2014;20:00:00;0
51321;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;25/03/2014;18:57:00;0
50995;ACIDENTE;POTIRENDABA;SP;BRASIL;;26/03/2014;21:20:00;1
50996;ACIDENTE;DOM PEDRITO;RS;BRASIL;;26/03/2014;21:45:00;1
51322;INCIDENTE;SALVADOR;BA;BRASIL;;26/03/2014;13:58:00;0
50923;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;28/03/2014;19:19:00;0
50998;ACIDENTE;SANTA RITA DO ARAGUAIA;GO;BRASIL;SIFH;28/03/2014;19:15:00;1
50999;ACIDENTE;BRASÍLIA;DF;BRASIL;SBBR;28/03/2014;20:42:00;0
51000;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;29/03/2014;20:45:00;0
51323;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;30/03/2014;05:29:00;0
51324;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;30/03/2014;22:54:00;0
51325;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;03/04/2014;22:23:00;0
50974;ACIDENTE;CORGUINHO;MS;BRASIL;SSKG;04/04/2014;12:00:00;0
51326;INCIDENTE;GUARULHOS;SP;BRASIL;;04/04/2014;06:25:00;0
51327;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;05/04/2014;11:32:00;0
50919;ACIDENTE;CAMPO BONITO;PR;BRASIL;;06/04/2014;10:25:00;0
51001;ACIDENTE;ARIPUANÃ;MT;BRASIL;;06/04/2014;11:30:00;0
50973;ACIDENTE;ARAPONGAS;PR;BRASIL;SSOG;07/04/2014;14:35:00;0
51328;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;07/04/2014;18:15:00;0
51330;INCIDENTE;CABO FRIO;RJ;BRASIL;;07/04/2014;17:15:00;0
51336;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/04/2014;22:45:00;0
50918;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;09/04/2014;14:40:00;0
